id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
27,13673,0,607,81,299,16.0,720.0,0.9837678670883179,0.9809489250183105,0,0,1024,1024
28,32999,0,0,178,301,112.0,80.0,0.9827593564987183,0.9607451558113098,0,0,1024,1024
29,5284,630,623,43,199,656.0,752.0,0.9825770258903503,0.9747663736343384,0,0,1024,1024
30,3495,868,560,45,104,880.0,592.0,0.9825233221054077,0.9866249561309814,0,0,1024,1024
31,46383,86,661,193,362,272.0,880.0,0.9815915822982788,0.9831534028053284,0,0,1024,1024
32,11668,538,486,110,166,592.0,560.0,0.9811683893203735,0.98124098777771,0,0,1024,1024
33,5673,514,922,72,101,528.0,976.0,0.9810845255851746,0.9764726161956787,0,0,1024,1024
34,18647,947,424,76,408,976.0,592.0,0.9806391000747681,0.9739489555358887,0,0,1024,1024
35,1786,0,404,35,65,16.0,432.0,0.9794465899467468,0.9888827204704285,0,0,1024,1024
36,18908,484,811,131,212,592.0,912.0,0.9792847633361816,0.9855003952980042,0,0,1024,1024
37,6983,141,660,85,116,208.0,720.0,0.9781022071838379,0.9849324822425842,0,0,1024,1024
38,768,18,508,34,31,48.0,528.0,0.977809488773346,0.9793548583984375,0,0,1024,1024
39,21556,683,613,146,267,816.0,720.0,0.97779381275177,0.9547925591468811,0,0,1024,1024
40,1600,75,421,40,50,112.0,464.0,0.9777003526687622,0.9900373816490173,0,0,1024,1024
41,5764,890,935,133,88,976.0,1008.0,0.9775328040122986,0.9827942252159119,0,0,1024,1024
42,6711,782,477,66,162,784.0,592.0,0.9769103527069092,0.9691855907440186,0,0,1024,1024
43,13281,62,472,87,198,80.0,656.0,0.9768589735031128,0.9807763695716858,0,0,1024,1024
44,4456,0,861,54,162,16.0,1008.0,0.9768081307411194,0.9815555810928345,0,0,1024,1024
45,3096,182,812,80,80,240.0,816.0,0.9765980839729309,0.9833226203918457,0,0,1024,1024
46,7919,74,699,78,188,80.0,848.0,0.9761891961097717,0.966741144657135,0,0,1024,1024
47,2875,686,545,52,78,720.0,560.0,0.9758936166763306,0.9882556200027466,0,0,1024,1024
48,3731,711,376,46,111,720.0,400.0,0.9737966656684875,0.9766578078269958,0,0,1024,1024
49,3535,979,820,44,98,1008.0,880.0,0.9735979437828064,0.9879213571548462,0,0,1024,1024
50,26489,63,423,87,482,112.0,656.0,0.9732235670089722,0.9708950519561768,0,0,1024,1024
51,2552,397,559,46,68,400.0,592.0,0.9721248149871826,0.982483446598053,0,0,1024,1024
52,3322,72,654,74,64,144.0,656.0,0.9720014333724976,0.9830053448677063,0,0,1024,1024
53,1751,720,477,59,43,752.0,496.0,0.9718413352966309,0.9880817532539368,0,0,1024,1024
